,origin_city,origin_state,origin_lat,origin_lon,destination_city,destination_state,destination_lat,destination_lon,distance_mile,filter
1005,Boston,Massachusetts,42.3603,-71.0583,Denver,Colorado,39.7392,-104.9849,1765.7985025610078,1
2342,Olympia,Washington,47.0451,-122.895,Austin,Texas,30.2711,-97.7437,1770.9877664054939,0
2146,Austin,Texas,30.2711,-97.7437,Olympia,Washington,47.0451,-122.895,1770.9877664054939,1
139,Phoenix,Arizona,33.4486,-112.0773,Columbia,South Carolina,34.0007,-81.0343,1778.0100542850969,0
1952,Columbia,South Carolina,34.0007,-81.0343,Phoenix,Arizona,33.4486,-112.0773,1778.0100542850969,1
1580,Albany,New York,42.6512,-73.755,Santa Fe,New Mexico,35.687,-105.9378,1778.4477729791806,0
1531,Santa Fe,New Mexico,35.687,-105.9378,Albany,New York,42.6512,-73.755,1778.4477729791806,1
949,Augusta,Maine,44.3106,-69.7797,Cheyenne,Wyoming,41.14,-104.82,1778.8389902388571,0
2468,Cheyenne,Wyoming,41.14,-104.82,Augusta,Maine,44.3106,-69.7797,1778.8389902388571,1
677,Indianapolis,Indiana,39.7683,-86.1584,Carson City,Neveda,39.1695,-119.766,1782.9941730412233,0
1363,Carson City,Neveda,39.1695,-119.766,Indianapolis,Indiana,39.7683,-86.1584,1782.9941730412233,1
11,Montgomery,Alabama,32.367,-86.3006,Boise,Idaho,43.6166,-116.2008,1791.5638561933781,0
550,Boise,Idaho,43.6166,-116.2008,Montgomery,Alabama,32.367,-86.3006,1791.5638561933781,1
196,Little Rock,Arkansas,34.7465,-92.2896,Olympia,Washington,47.0451,-122.895,1794.661381539998,0
2303,Olympia,Washington,47.0451,-122.895,Little Rock,Arkansas,34.7465,-92.2896,1794.661381539998,1
1875,Harrisburg,Pennsylvania,40.2663,-76.8861,Helena,Montana,46.5927,-112.0361,1801.5063038716692,0
1287,Helena,Montana,46.5927,-112.0361,Harrisburg,Pennsylvania,40.2663,-76.8861,1801.5063038716692,1
2118,Austin,Texas,30.2711,-97.7437,Augusta,Maine,44.3106,-69.7797,1804.3930552565091,0
942,Augusta,Maine,44.3106,-69.7797,Austin,Texas,30.2711,-97.7437,1804.3930552565091,1
854,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Sacramento,California,38.5816,-121.4944,1805.6524815859439,0
217,Sacramento,California,38.5816,-121.4944,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1805.6524815859439,1
1154,Jackson,Mississippi,32.299,-90.1848,Sacramento,California,38.5816,-121.4944,1806.2359783745005,0
223,Sacramento,California,38.5816,-121.4944,Jackson,Mississippi,32.299,-90.1848,1806.2359783745005,1
1391,Carson City,Neveda,39.1695,-119.766,Nashville,Tennessee,36.1622,-86.7744,1806.910018846822,0
2077,Nashville,Tennessee,36.1622,-86.7744,Carson City,Neveda,39.1695,-119.766,1806.910018846822,1
905,Augusta,Maine,44.3106,-69.7797,Denver,Colorado,39.7392,-104.9849,1820.500850052699,0
268,Denver,Colorado,39.7392,-104.9849,Augusta,Maine,44.3106,-69.7797,1820.500850052699,1
55,Juneau,Alaska,58.3019,-134.4197,Denver,Colorado,39.7392,-104.9849,1823.6738408479666,0
251,Denver,Colorado,39.7392,-104.9849,Juneau,Alaska,58.3019,-134.4197,1823.6738408479666,1
2182,Salt Lake City,Utah,40.766999999999996,-111.8904,Raleigh,North Carolina,35.7804,-78.6391,1825.479150161884,0
1643,Raleigh,North Carolina,35.7804,-78.6391,Salt Lake City,Utah,40.766999999999996,-111.8904,1825.479150161884,1
2361,Charleston,West Virginia,38.3506,-81.6333,Boise,Idaho,43.6166,-116.2008,1826.1106361828652,0
597,Boise,Idaho,43.6166,-116.2008,Charleston,West Virginia,38.3506,-81.6333,1826.1106361828652,1
1893,Harrisburg,Pennsylvania,40.2663,-76.8861,Salt Lake City,Utah,40.766999999999996,-111.8904,1827.2068046006561,0
2187,Salt Lake City,Utah,40.766999999999996,-111.8904,Harrisburg,Pennsylvania,40.2663,-76.8861,1827.2068046006561,1
1506,Santa Fe,New Mexico,35.687,-105.9378,Hartford,Connecticut,41.7646,-72.6909,1829.0465180833958,0
330,Hartford,Connecticut,41.7646,-72.6909,Santa Fe,New Mexico,35.687,-105.9378,1829.0465180833958,1
461,Atlanta,Georgia,33.7491,-84.3902,Boise,Idaho,43.6166,-116.2008,1832.84279769005,0
559,Boise,Idaho,43.6166,-116.2008,Atlanta,Georgia,33.7491,-84.3902,1832.84279769005,1
1289,Helena,Montana,46.5927,-112.0361,Columbia,South Carolina,34.0007,-81.0343,1834.8036573982088,0
1975,Columbia,South Carolina,34.0007,-81.0343,Helena,Montana,46.5927,-112.0361,1834.8036573982088,1
1077,Lansing,Michigan,42.7338,-84.5554,Carson City,Neveda,39.1695,-119.766,1840.9075751490639,0
1371,Carson City,Neveda,39.1695,-119.766,Lansing,Michigan,42.7338,-84.5554,1840.9075751490639,1
2195,Salt Lake City,Utah,40.766999999999996,-111.8904,Richmond,Virginia,37.5385,-77.4343,1848.1849821159738,0
2293,Richmond,Virginia,37.5385,-77.4343,Salt Lake City,Utah,40.766999999999996,-111.8904,1848.1849821159738,1
1544,Santa Fe,New Mexico,35.687,-105.9378,Montpelier,Vermont,44.2604,-72.5757,1848.9027162171444,0
2230,Montpelier,Vermont,44.2604,-72.5757,Santa Fe,New Mexico,35.687,-105.9378,1848.9027162171444,1
425,Tallahassee,Florida,30.4381,-84.2809,Helena,Montana,46.5927,-112.0361,1854.3699627913547,0
1258,Helena,Montana,46.5927,-112.0361,Tallahassee,Florida,30.4381,-84.2809,1854.3699627913547,1
1269,Helena,Montana,46.5927,-112.0361,Annapolis,Maryland,38.9786,-76.4928,1860.4948195344366,0
975,Annapolis,Maryland,38.9786,-76.4928,Helena,Montana,46.5927,-112.0361,1860.4948195344366,1
2275,Richmond,Virginia,37.5385,-77.4343,Helena,Montana,46.5927,-112.0361,1864.782940046054,0
1295,Helena,Montana,46.5927,-112.0361,Richmond,Virginia,37.5385,-77.4343,1864.782940046054,1
993,Annapolis,Maryland,38.9786,-76.4928,Salt Lake City,Utah,40.766999999999996,-111.8904,1868.944715801724,0
2169,Salt Lake City,Utah,40.766999999999996,-111.8904,Annapolis,Maryland,38.9786,-76.4928,1868.944715801724,1
827,Frankfort,Kentucky,38.2009,-84.8733,Carson City,Neveda,39.1695,-119.766,1872.0090757817582,0
1366,Carson City,Neveda,39.1695,-119.766,Frankfort,Kentucky,38.2009,-84.8733,1872.0090757817582,1
1625,Raleigh,North Carolina,35.7804,-78.6391,Helena,Montana,46.5927,-112.0361,1873.1855488379479,0
1282,Helena,Montana,46.5927,-112.0361,Raleigh,North Carolina,35.7804,-78.6391,1873.1855488379479,1
1096,Lansing,Michigan,42.7338,-84.5554,Olympia,Washington,47.0451,-122.895,1881.5135658726952,0
2321,Olympia,Washington,47.0451,-122.895,Lansing,Michigan,42.7338,-84.5554,1881.5135658726952,1
213,Sacramento,California,38.5816,-121.4944,Indianapolis,Indiana,39.7683,-86.1584,1882.7385995466764,0
654,Indianapolis,Indiana,39.7683,-86.1584,Sacramento,California,38.5816,-121.4944,1882.7385995466764,1
1281,Helena,Montana,46.5927,-112.0361,Albany,New York,42.6512,-73.755,1883.8714322153235,0
1575,Albany,New York,42.6512,-73.755,Helena,Montana,46.5927,-112.0361,1883.8714322153235,1
696,Indianapolis,Indiana,39.7683,-86.1584,Olympia,Washington,47.0451,-122.895,1892.8295855276822,0
2313,Olympia,Washington,47.0451,-122.895,Indianapolis,Indiana,39.7683,-86.1584,1892.8295855276822,1
1528,Santa Fe,New Mexico,35.687,-105.9378,Concord,New Hampshire,43.2072,-71.5375,1893.3456357311977,0
1430,Concord,New Hampshire,43.2072,-71.5375,Santa Fe,New Mexico,35.687,-105.9378,1893.3456357311977,1
1930,Providence,Rhoda Island,41.8249,-71.4136,Santa Fe,New Mexico,35.687,-105.9378,1894.9619414559763,0
1538,Santa Fe,New Mexico,35.687,-105.9378,Providence,Rhoda Island,41.8249,-71.4136,1894.9619414559763,1
1602,Raleigh,North Carolina,35.7804,-78.6391,Phoenix,Arizona,33.4486,-112.0773,1899.6275786517313,0
132,Phoenix,Arizona,33.4486,-112.0773,Raleigh,North Carolina,35.7804,-78.6391,1899.6275786517313,1
686,Indianapolis,Indiana,39.7683,-86.1584,Salem,Oregon,44.9392,-123.0331,1900.0185635701118,0
1813,Salem,Oregon,44.9392,-123.0331,Indianapolis,Indiana,39.7683,-86.1584,1900.0185635701118,1
1257,Helena,Montana,46.5927,-112.0361,Dover,Delaware,39.1582,-75.5244,1900.62506065587,0
375,Dover,Delaware,39.1582,-75.5244,Helena,Montana,46.5927,-112.0361,1900.62506065587,1
2225,Montpelier,Vermont,44.2604,-72.5757,Helena,Montana,46.5927,-112.0361,1900.7990495123722,0
1294,Helena,Montana,46.5927,-112.0361,Montpelier,Vermont,44.2604,-72.5757,1900.7990495123722,1
241,Sacramento,California,38.5816,-121.4944,Nashville,Tennessee,36.1622,-86.7744,1903.032327226015,0
2054,Nashville,Tennessee,36.1622,-86.7744,Sacramento,California,38.5816,-121.4944,1903.032327226015,1
1279,Helena,Montana,46.5927,-112.0361,Trenton,New Jersey,40.2171,-74.7429,1904.7714242173608,0
1475,Trenton,New Jersey,40.2171,-74.7429,Helena,Montana,46.5927,-112.0361,1904.7714242173608,1
1821,Salem,Oregon,44.9392,-123.0331,Lansing,Michigan,42.7338,-84.5554,1906.2664392806041,0
1086,Lansing,Michigan,42.7338,-84.5554,Salem,Oregon,44.9392,-123.0331,1906.2664392806041,1
1520,Santa Fe,New Mexico,35.687,-105.9378,Boston,Massachusetts,42.3603,-71.0583,1914.351966491237,0
1030,Boston,Massachusetts,42.3603,-71.0583,Santa Fe,New Mexico,35.687,-105.9378,1914.351966491237,1
2157,Salt Lake City,Utah,40.766999999999996,-111.8904,Dover,Delaware,39.1582,-75.5244,1915.8569560650712,0
393,Dover,Delaware,39.1582,-75.5244,Salt Lake City,Utah,40.766999999999996,-111.8904,1915.8569560650712,1
27,Montgomery,Alabama,32.367,-86.3006,Carson City,Neveda,39.1695,-119.766,1922.9168567739785,0
1350,Carson City,Neveda,39.1695,-119.766,Montgomery,Alabama,32.367,-86.3006,1922.9168567739785,1
1493,Trenton,New Jersey,40.2171,-74.7429,Salt Lake City,Utah,40.766999999999996,-111.8904,1938.1409844685395,0
2179,Salt Lake City,Utah,40.766999999999996,-111.8904,Trenton,New Jersey,40.2171,-74.7429,1938.1409844685395,1
1054,Lansing,Michigan,42.7338,-84.5554,Sacramento,California,38.5816,-121.4944,1942.1691921495647,0
221,Sacramento,California,38.5816,-121.4944,Lansing,Michigan,42.7338,-84.5554,1942.1691921495647,1
1384,Carson City,Neveda,39.1695,-119.766,Columbus,Ohio,39.9623,-83.0007,1945.6424557693235,0
1727,Columbus,Ohio,39.9623,-83.0007,Carson City,Neveda,39.1695,-119.766,1945.6424557693235,1
2181,Salt Lake City,Utah,40.766999999999996,-111.8904,Albany,New York,42.6512,-73.755,1955.2549786260242,0
1593,Albany,New York,42.6512,-73.755,Salt Lake City,Utah,40.766999999999996,-111.8904,1955.2549786260242,1
72,Juneau,Alaska,58.3019,-134.4197,St. Paul,Minnesota,44.9504,-93.1015,1956.6229988476973,0
1101,St. Paul,Minnesota,44.9504,-93.1015,Juneau,Alaska,58.3019,-134.4197,1956.6229988476973,1
325,Hartford,Connecticut,41.7646,-72.6909,Helena,Montana,46.5927,-112.0361,1957.6421972486905,0
1256,Helena,Montana,46.5927,-112.0361,Hartford,Connecticut,41.7646,-72.6909,1957.6421972486905,1
145,Phoenix,Arizona,33.4486,-112.0773,Richmond,Virginia,37.5385,-77.4343,1958.6431624768813,0
2252,Richmond,Virginia,37.5385,-77.4343,Phoenix,Arizona,33.4486,-112.0773,1958.6431624768813,1
1823,Salem,Oregon,44.9392,-123.0331,Jackson,Mississippi,32.299,-90.1848,1959.1362141862915,0
1186,Jackson,Mississippi,32.299,-90.1848,Salem,Oregon,44.9392,-123.0331,1959.1362141862915,1
558,Boise,Idaho,43.6166,-116.2008,Tallahassee,Florida,30.4381,-84.2809,1965.938448482268,0
411,Tallahassee,Florida,30.4381,-84.2809,Boise,Idaho,43.6166,-116.2008,1965.938448482268,1
804,Frankfort,Kentucky,38.2009,-84.8733,Sacramento,California,38.5816,-121.4944,1970.6560489442181,0
216,Sacramento,California,38.5816,-121.4944,Frankfort,Kentucky,38.2009,-84.8733,1970.6560489442181,1
1425,Concord,New Hampshire,43.2072,-71.5375,Helena,Montana,46.5927,-112.0361,1974.4254716476057,0
1278,Helena,Montana,46.5927,-112.0361,Concord,New Hampshire,43.2072,-71.5375,1974.4254716476057,1
1841,Salem,Oregon,44.9392,-123.0331,Nashville,Tennessee,36.1622,-86.7744,1979.6579201340098,0
2086,Nashville,Tennessee,36.1622,-86.7744,Salem,Oregon,44.9392,-123.0331,1979.6579201340098,1
1518,Santa Fe,New Mexico,35.687,-105.9378,Augusta,Maine,44.3106,-69.7797,1986.8443760665264,0
930,Augusta,Maine,44.3106,-69.7797,Santa Fe,New Mexico,35.687,-105.9378,1986.8443760665264,1
1852,Harrisburg,Pennsylvania,40.2663,-76.8861,Phoenix,Arizona,33.4486,-112.0773,1988.37635205054,0
137,Phoenix,Arizona,33.4486,-112.0773,Harrisburg,Pennsylvania,40.2663,-76.8861,1988.37635205054,1
477,Atlanta,Georgia,33.7491,-84.3902,Carson City,Neveda,39.1695,-119.766,1988.823032471558,0
1359,Carson City,Neveda,39.1695,-119.766,Atlanta,Georgia,33.7491,-84.3902,1988.823032471558,1
1961,Columbia,South Carolina,34.0007,-81.0343,Boise,Idaho,43.6166,-116.2008,1989.7183374942401,0
589,Boise,Idaho,43.6166,-116.2008,Columbia,South Carolina,34.0007,-81.0343,1989.7183374942401,1
1817,Salem,Oregon,44.9392,-123.0331,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1990.4190830613027,0
886,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Salem,Oregon,44.9392,-123.0331,1990.4190830613027,1
2341,Olympia,Washington,47.0451,-122.895,Nashville,Tennessee,36.1622,-86.7744,1990.855333814032,0
2096,Nashville,Tennessee,36.1622,-86.7744,Olympia,Washington,47.0451,-122.895,1990.855333814032,1
2323,Olympia,Washington,47.0451,-122.895,Jackson,Mississippi,32.299,-90.1848,1995.3275376147603,0
1196,Jackson,Mississippi,32.299,-90.1848,Olympia,Washington,47.0451,-122.895,1995.3275376147603,1
2194,Salt Lake City,Utah,40.766999999999996,-111.8904,Montpelier,Vermont,44.2604,-72.5757,1998.0977311561378,0
2243,Montpelier,Vermont,44.2604,-72.5757,Salt Lake City,Utah,40.766999999999996,-111.8904,1998.0977311561378,1
101,Phoenix,Arizona,33.4486,-112.0773,Juneau,Alaska,58.3019,-134.4197,2005.5236245640058,0
52,Juneau,Alaska,58.3019,-134.4197,Phoenix,Arizona,33.4486,-112.0773,2005.5236245640058,1
846,Frankfort,Kentucky,38.2009,-84.8733,Olympia,Washington,47.0451,-122.895,2005.5881207491873,0
2316,Olympia,Washington,47.0451,-122.895,Frankfort,Kentucky,38.2009,-84.8733,2005.5881207491873,1
952,Annapolis,Maryland,38.9786,-76.4928,Phoenix,Arizona,33.4486,-112.0773,2007.603355564874,0
119,Phoenix,Arizona,33.4486,-112.0773,Annapolis,Maryland,38.9786,-76.4928,2007.603355564874,1
836,Frankfort,Kentucky,38.2009,-84.8733,Salem,Oregon,44.9392,-123.0331,2007.6551564062406,0
1816,Salem,Oregon,44.9392,-123.0331,Frankfort,Kentucky,38.2009,-84.8733,2007.6551564062406,1
200,Sacramento,California,38.5816,-121.4944,Montgomery,Alabama,32.367,-86.3006,2014.023878258746,0
4,Montgomery,Alabama,32.367,-86.3006,Sacramento,California,38.5816,-121.4944,2014.023878258746,1
587,Boise,Idaho,43.6166,-116.2008,Harrisburg,Pennsylvania,40.2663,-76.8861,2015.3757958052045,0
1861,Harrisburg,Pennsylvania,40.2663,-76.8861,Boise,Idaho,43.6166,-116.2008,2015.3757958052045,1
1288,Helena,Montana,46.5927,-112.0361,Providence,Rhoda Island,41.8249,-71.4136,2016.4111795170677,0
1925,Providence,Rhoda Island,41.8249,-71.4136,Helena,Montana,46.5927,-112.0361,2016.4111795170677,1
1025,Boston,Massachusetts,42.3603,-71.0583,Helena,Montana,46.5927,-112.0361,2018.741468173146,0
1270,Helena,Montana,46.5927,-112.0361,Boston,Massachusetts,42.3603,-71.0583,2018.741468173146,1
343,Hartford,Connecticut,41.7646,-72.6909,Salt Lake City,Utah,40.766999999999996,-111.8904,2019.8416188634044,0
2156,Salt Lake City,Utah,40.766999999999996,-111.8904,Hartford,Connecticut,41.7646,-72.6909,2019.8416188634044,1
80,Juneau,Alaska,58.3019,-134.4197,Santa Fe,New Mexico,35.687,-105.9378,2030.0188817897306,0
1501,Santa Fe,New Mexico,35.687,-105.9378,Juneau,Alaska,58.3019,-134.4197,2030.0188817897306,1
1268,Helena,Montana,46.5927,-112.0361,Augusta,Maine,44.3106,-69.7797,2030.2381618766897,0
925,Augusta,Maine,44.3106,-69.7797,Helena,Montana,46.5927,-112.0361,2030.2381618766897,1
2334,Olympia,Washington,47.0451,-122.895,Columbus,Ohio,39.9623,-83.0007,2035.3528045576702,0
1746,Columbus,Ohio,39.9623,-83.0007,Olympia,Washington,47.0451,-122.895,2035.3528045576702,1
2317,Olympia,Washington,47.0451,-122.895,Baton Rouge,Louisiana,30.445999999999998,-91.1874,2036.5747573301098,0
896,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Olympia,Washington,47.0451,-122.895,2036.5747573301098,1
76,Juneau,Alaska,58.3019,-134.4197,Lincoln,Nebraska,40.8,-96.6678,2038.1821326380864,0
1301,Lincoln,Nebraska,40.8,-96.6678,Juneau,Alaska,58.3019,-134.4197,2038.1821326380864,1
1397,Carson City,Neveda,39.1695,-119.766,Charleston,West Virginia,38.3506,-81.6333,2040.620542207718,0
2377,Charleston,West Virginia,38.3506,-81.6333,Carson City,Neveda,39.1695,-119.766,2040.620542207718,1
1704,Columbus,Ohio,39.9623,-83.0007,Sacramento,California,38.5816,-121.4944,2045.7836165367062,0
234,Sacramento,California,38.5816,-121.4944,Columbus,Ohio,39.9623,-83.0007,2045.7836165367062,1
1834,Salem,Oregon,44.9392,-123.0331,Columbus,Ohio,39.9623,-83.0007,2048.9667308297276,0
1736,Columbus,Ohio,39.9623,-83.0007,Salem,Oregon,44.9392,-123.0331,2048.9667308297276,1
582,Boise,Idaho,43.6166,-116.2008,Raleigh,North Carolina,35.7804,-78.6391,2050.517746125615,0
1611,Raleigh,North Carolina,35.7804,-78.6391,Boise,Idaho,43.6166,-116.2008,2050.517746125615,1
595,Boise,Idaho,43.6166,-116.2008,Richmond,Virginia,37.5385,-77.4343,2058.4474464766013,0
2261,Richmond,Virginia,37.5385,-77.4343,Boise,Idaho,43.6166,-116.2008,2058.4474464766013,1
107,Phoenix,Arizona,33.4486,-112.0773,Dover,Delaware,39.1582,-75.5244,2059.494478312486,0
352,Dover,Delaware,39.1582,-75.5244,Phoenix,Arizona,33.4486,-112.0773,2059.494478312486,1
2178,Salt Lake City,Utah,40.766999999999996,-111.8904,Concord,New Hampshire,43.2072,-71.5375,2059.7655377663373,0
1443,Concord,New Hampshire,43.2072,-71.5375,Salt Lake City,Utah,40.766999999999996,-111.8904,2059.7655377663373,1
961,Annapolis,Maryland,38.9786,-76.4928,Boise,Idaho,43.6166,-116.2008,2066.5691653930535,0
569,Boise,Idaho,43.6166,-116.2008,Annapolis,Maryland,38.9786,-76.4928,2066.5691653930535,1
209,Sacramento,California,38.5816,-121.4944,Atlanta,Georgia,33.7491,-84.3902,2082.7455898506637,0
454,Atlanta,Georgia,33.7491,-84.3902,Sacramento,California,38.5816,-121.4944,2082.7455898506637,1
2188,Salt Lake City,Utah,40.766999999999996,-111.8904,Providence,Rhoda Island,41.8249,-71.4136,2083.4876896677515,0
1943,Providence,Rhoda Island,41.8249,-71.4136,Salt Lake City,Utah,40.766999999999996,-111.8904,2083.4876896677515,1
1358,Carson City,Neveda,39.1695,-119.766,Tallahassee,Florida,30.4381,-84.2809,2087.3803618771985,0
427,Tallahassee,Florida,30.4381,-84.2809,Carson City,Neveda,39.1695,-119.766,2087.3803618771985,1
2170,Salt Lake City,Utah,40.766999999999996,-111.8904,Boston,Massachusetts,42.3603,-71.0583,2094.0434625339158,0
1043,Boston,Massachusetts,42.3603,-71.0583,Salt Lake City,Utah,40.766999999999996,-111.8904,2094.0434625339158,1
1452,Trenton,New Jersey,40.2171,-74.7429,Phoenix,Arizona,33.4486,-112.0773,2101.301533917348,0
129,Phoenix,Arizona,33.4486,-112.0773,Trenton,New Jersey,40.2171,-74.7429,2101.301533917348,1
64,Juneau,Alaska,58.3019,-134.4197,Des Monies,Iowa,41.5872,-93.6219,2103.105072635477,0
701,Des Monies,Iowa,41.5872,-93.6219,Juneau,Alaska,58.3019,-134.4197,2103.105072635477,1
361,Dover,Delaware,39.1582,-75.5244,Boise,Idaho,43.6166,-116.2008,2110.198253043841,0
557,Boise,Idaho,43.6166,-116.2008,Dover,Delaware,39.1582,-75.5244,2110.198253043841,1
1561,Albany,New York,42.6512,-73.755,Boise,Idaho,43.6166,-116.2008,2118.317872031716,0
581,Boise,Idaho,43.6166,-116.2008,Albany,New York,42.6512,-73.755,2118.317872031716,1
1461,Trenton,New Jersey,40.2171,-74.7429,Boise,Idaho,43.6166,-116.2008,2122.815530466255,0
579,Boise,Idaho,43.6166,-116.2008,Trenton,New Jersey,40.2171,-74.7429,2122.815530466255,1
943,Augusta,Maine,44.3106,-69.7797,Salt Lake City,Utah,40.766999999999996,-111.8904,2134.7292582430673,0
2168,Salt Lake City,Utah,40.766999999999996,-111.8904,Augusta,Maine,44.3106,-69.7797,2134.7292582430673,1
2354,Charleston,West Virginia,38.3506,-81.6333,Sacramento,California,38.5816,-121.4944,2139.852674971689,0
247,Sacramento,California,38.5816,-121.4944,Charleston,West Virginia,38.3506,-81.6333,2139.852674971689,1
1800,Salem,Oregon,44.9392,-123.0331,Montgomery,Alabama,32.367,-86.3006,2141.505432685745,0
36,Montgomery,Alabama,32.367,-86.3006,Salem,Oregon,44.9392,-123.0331,2141.505432685745,1
2211,Montpelier,Vermont,44.2604,-72.5757,Boise,Idaho,43.6166,-116.2008,2145.6496148016918,0
594,Boise,Idaho,43.6166,-116.2008,Montpelier,Vermont,44.2604,-72.5757,2145.6496148016918,1
2347,Olympia,Washington,47.0451,-122.895,Charleston,West Virginia,38.3506,-81.6333,2152.887201542233,0
2396,Charleston,West Virginia,38.3506,-81.6333,Olympia,Washington,47.0451,-122.895,2152.887201542233,1
131,Phoenix,Arizona,33.4486,-112.0773,Albany,New York,42.6512,-73.755,2159.9154002894943,0
1552,Albany,New York,42.6512,-73.755,Phoenix,Arizona,33.4486,-112.0773,2159.9154002894943,1
2386,Charleston,West Virginia,38.3506,-81.6333,Salem,Oregon,44.9392,-123.0331,2161.626875329118,0
1847,Salem,Oregon,44.9392,-123.0331,Charleston,West Virginia,38.3506,-81.6333,2161.626875329118,1
1977,Columbia,South Carolina,34.0007,-81.0343,Carson City,Neveda,39.1695,-119.766,2162.323133957401,0
1389,Carson City,Neveda,39.1695,-119.766,Columbia,South Carolina,34.0007,-81.0343,2162.323133957401,1
751,Topeka,Kansas,39.049,-95.6776,Juneau,Alaska,58.3019,-134.4197,2164.6126273047066,0
65,Juneau,Alaska,58.3019,-134.4197,Topeka,Kansas,39.049,-95.6776,2164.6126273047066,1
46,Montgomery,Alabama,32.367,-86.3006,Olympia,Washington,47.0451,-122.895,2167.486834693908,0
2300,Olympia,Washington,47.0451,-122.895,Montgomery,Alabama,32.367,-86.3006,2167.486834693908,1
404,Tallahassee,Florida,30.4381,-84.2809,Sacramento,California,38.5816,-121.4944,2176.7804261957813,0
208,Sacramento,California,38.5816,-121.4944,Tallahassee,Florida,30.4381,-84.2809,2176.7804261957813,1
2401,Madison,Wisconsin,43.0748,-89.3838,Juneau,Alaska,58.3019,-134.4197,2179.6617528551674,0
98,Juneau,Alaska,58.3019,-134.4197,Madison,Wisconsin,43.0748,-89.3838,2179.6617528551674,1
486,Atlanta,Georgia,33.7491,-84.3902,Salem,Oregon,44.9392,-123.0331,2181.033548861597,0
1809,Salem,Oregon,44.9392,-123.0331,Atlanta,Georgia,33.7491,-84.3902,2181.033548861597,1
556,Boise,Idaho,43.6166,-116.2008,Hartford,Connecticut,41.7646,-72.6909,2188.653519629202,0
311,Hartford,Connecticut,41.7646,-72.6909,Boise,Idaho,43.6166,-116.2008,2188.653519629202,1
2309,Olympia,Washington,47.0451,-122.895,Atlanta,Georgia,33.7491,-84.3902,2197.0970985232566,0
496,Atlanta,Georgia,33.7491,-84.3902,Olympia,Washington,47.0451,-122.895,2197.0970985232566,1
106,Phoenix,Arizona,33.4486,-112.0773,Hartford,Connecticut,41.7646,-72.6909,2211.0005888882356,0
302,Hartford,Connecticut,41.7646,-72.6909,Phoenix,Arizona,33.4486,-112.0773,2211.0005888882356,1
1411,Concord,New Hampshire,43.2072,-71.5375,Boise,Idaho,43.6166,-116.2008,2214.9981257186664,0
578,Boise,Idaho,43.6166,-116.2008,Concord,New Hampshire,43.2072,-71.5375,2214.9981257186664,1
2202,Montpelier,Vermont,44.2604,-72.5757,Phoenix,Arizona,33.4486,-112.0773,2228.6501110109484,0
144,Phoenix,Arizona,33.4486,-112.0773,Montpelier,Vermont,44.2604,-72.5757,2228.6501110109484,1
1627,Raleigh,North Carolina,35.7804,-78.6391,Carson City,Neveda,39.1695,-119.766,2248.6876393356633,0
1382,Carson City,Neveda,39.1695,-119.766,Raleigh,North Carolina,35.7804,-78.6391,2248.6876393356633,1
588,Boise,Idaho,43.6166,-116.2008,Providence,Rhoda Island,41.8249,-71.4136,2249.774524915526,0
1911,Providence,Rhoda Island,41.8249,-71.4136,Boise,Idaho,43.6166,-116.2008,2249.774524915526,1
570,Boise,Idaho,43.6166,-116.2008,Boston,Massachusetts,42.3603,-71.0583,2255.504456847862,0
1011,Boston,Massachusetts,42.3603,-71.0583,Boise,Idaho,43.6166,-116.2008,2255.504456847862,1
1954,Columbia,South Carolina,34.0007,-81.0343,Sacramento,California,38.5816,-121.4944,2257.758187133939,0
239,Sacramento,California,38.5816,-121.4944,Columbia,South Carolina,34.0007,-81.0343,2257.758187133939,1
1877,Harrisburg,Pennsylvania,40.2663,-76.8861,Carson City,Neveda,39.1695,-119.766,2258.40470409246,0
1387,Carson City,Neveda,39.1695,-119.766,Harrisburg,Pennsylvania,40.2663,-76.8861,2258.40470409246,1
128,Phoenix,Arizona,33.4486,-112.0773,Concord,New Hampshire,43.2072,-71.5375,2274.4412242046997,0
1402,Concord,New Hampshire,43.2072,-71.5375,Phoenix,Arizona,33.4486,-112.0773,2274.4412242046997,1
2277,Richmond,Virginia,37.5385,-77.4343,Carson City,Neveda,39.1695,-119.766,2276.192566558825,0
1395,Carson City,Neveda,39.1695,-119.766,Richmond,Virginia,37.5385,-77.4343,2276.192566558825,1
138,Phoenix,Arizona,33.4486,-112.0773,Providence,Rhoda Island,41.8249,-71.4136,2276.9068371076696,0
1902,Providence,Rhoda Island,41.8249,-71.4136,Phoenix,Arizona,33.4486,-112.0773,2276.9068371076696,1
911,Augusta,Maine,44.3106,-69.7797,Boise,Idaho,43.6166,-116.2008,2278.423873303659,0
568,Boise,Idaho,43.6166,-116.2008,Augusta,Maine,44.3106,-69.7797,2278.423873303659,1
1002,Boston,Massachusetts,42.3603,-71.0583,Phoenix,Arizona,33.4486,-112.0773,2296.0796209252894,0
120,Phoenix,Arizona,33.4486,-112.0773,Boston,Massachusetts,42.3603,-71.0583,2296.0796209252894,1
