,origin_city,origin_state,origin_lat,origin_lon,destination_city,destination_state,destination_lat,destination_lon,distance_mile,filter
2357,Charleston,West Virginia,38.3506,-81.6333,Dover,Delaware,39.1582,-75.5244,333.8893434245742,1
1870,Harrisburg,Pennsylvania,40.2663,-76.8861,Boston,Massachusetts,42.3603,-71.0583,335.272004149865,0
1037,Boston,Massachusetts,42.3603,-71.0583,Harrisburg,Pennsylvania,40.2663,-76.8861,335.272004149865,1
1322,Lincoln,Nebraska,40.8,-96.6678,St. Paul,Minnesota,44.9504,-93.1015,338.90713117602775,0
1126,St. Paul,Minnesota,44.9504,-93.1015,Lincoln,Nebraska,40.8,-96.6678,338.90713117602775,1
1097,Lansing,Michigan,42.7338,-84.5554,Charleston,West Virginia,38.3506,-81.6333,339.54598083350595,0
2371,Charleston,West Virginia,38.3506,-81.6333,Lansing,Michigan,42.7338,-84.5554,339.54598083350595,1
2074,Nashville,Tennessee,36.1622,-86.7744,Jefferson City,Missouri,38.5774,-92.1724,340.17348478224187,0
1241,Jefferson City,Missouri,38.5774,-92.1724,Nashville,Tennessee,36.1622,-86.7744,340.17348478224187,1
1878,Harrisburg,Pennsylvania,40.2663,-76.8861,Concord,New Hampshire,43.2072,-71.5375,342.53072806412433,0
1437,Concord,New Hampshire,43.2072,-71.5375,Harrisburg,Pennsylvania,40.2663,-76.8861,342.53072806412433,1
2424,Madison,Wisconsin,43.0748,-89.3838,Jefferson City,Missouri,38.5774,-92.1724,343.296713837143,0
1248,Jefferson City,Missouri,38.5774,-92.1724,Madison,Wisconsin,43.0748,-89.3838,343.296713837143,1
2284,Richmond,Virginia,37.5385,-77.4343,Columbus,Ohio,39.9623,-83.0007,343.5377873923707,0
1745,Columbus,Ohio,39.9623,-83.0007,Richmond,Virginia,37.5385,-77.4343,343.5377873923707,1
378,Dover,Delaware,39.1582,-75.5244,Concord,New Hampshire,43.2072,-71.5375,348.21917663971834,0
1407,Concord,New Hampshire,43.2072,-71.5375,Dover,Delaware,39.1582,-75.5244,348.21917663971834,1
586,Boise,Idaho,43.6166,-116.2008,Salem,Oregon,44.9392,-123.0331,350.105222816449,0
1811,Salem,Oregon,44.9392,-123.0331,Boise,Idaho,43.6166,-116.2008,350.105222816449,1
1159,Jackson,Mississippi,32.299,-90.1848,Atlanta,Georgia,33.7491,-84.3902,350.3683434831149,0
473,Atlanta,Georgia,33.7491,-84.3902,Jackson,Mississippi,32.299,-90.1848,350.3683434831149,1
165,Little Rock,Arkansas,34.7465,-92.2896,Topeka,Kansas,39.049,-95.6776,351.34870092447846,0
753,Topeka,Kansas,39.049,-95.6776,Little Rock,Arkansas,34.7465,-92.2896,351.34870092447846,1
634,Springfield,Illinios,39.7997,-89.6475,Columbus,Ohio,39.9623,-83.0007,352.6258351070189,0
1712,Columbus,Ohio,39.9623,-83.0007,Springfield,Illinios,39.7997,-89.6475,352.6258351070189,1
1894,Harrisburg,Pennsylvania,40.2663,-76.8861,Montpelier,Vermont,44.2604,-72.5757,353.1781487075945,0
2237,Montpelier,Vermont,44.2604,-72.5757,Harrisburg,Pennsylvania,40.2663,-76.8861,353.1781487075945,1
2359,Charleston,West Virginia,38.3506,-81.6333,Atlanta,Georgia,33.7491,-84.3902,353.33144531121343,0
497,Atlanta,Georgia,33.7491,-84.3902,Charleston,West Virginia,38.3506,-81.6333,353.33144531121343,1
1719,Columbus,Ohio,39.9623,-83.0007,Annapolis,Maryland,38.9786,-76.4928,353.7261722197157,0
984,Annapolis,Maryland,38.9786,-76.4928,Columbus,Ohio,39.9623,-83.0007,353.7261722197157,1
1609,Raleigh,North Carolina,35.7804,-78.6391,Atlanta,Georgia,33.7491,-84.3902,355.35824856000147,0
482,Atlanta,Georgia,33.7491,-84.3902,Raleigh,North Carolina,35.7804,-78.6391,355.35824856000147,1
2089,Nashville,Tennessee,36.1622,-86.7744,Columbia,South Carolina,34.0007,-81.0343,357.29441128144043,0
1991,Columbia,South Carolina,34.0007,-81.0343,Nashville,Tennessee,36.1622,-86.7744,357.29441128144043,1
577,Boise,Idaho,43.6166,-116.2008,Carson City,Neveda,39.1695,-119.766,358.5803610105822,0
1361,Carson City,Neveda,39.1695,-119.766,Boise,Idaho,43.6166,-116.2008,358.5803610105822,1
1140,St. Paul,Minnesota,44.9504,-93.1015,Pierre,South Dakoda,44.3684,-100.354,358.681569837893,0
2022,Pierre,South Dakoda,44.3684,-100.354,St. Paul,Minnesota,44.9504,-93.1015,358.681569837893,1
2135,Austin,Texas,30.2711,-97.7437,Oklahoma City,Oklahoma,35.473,-97.5171,359.76945198709296,0
1792,Oklahoma City,Oklahoma,35.473,-97.5171,Austin,Texas,30.2711,-97.7437,359.76945198709296,1
1966,Columbia,South Carolina,34.0007,-81.0343,Frankfort,Kentucky,38.2009,-84.8733,360.79525411628003,0
839,Frankfort,Kentucky,38.2009,-84.8733,Columbia,South Carolina,34.0007,-81.0343,360.79525411628003,1
1774,Oklahoma City,Oklahoma,35.473,-97.5171,Jefferson City,Missouri,38.5774,-92.1724,364.59835126482034,0
1235,Jefferson City,Missouri,38.5774,-92.1724,Oklahoma City,Oklahoma,35.473,-97.5171,364.59835126482034,1
1019,Boston,Massachusetts,42.3603,-71.0583,Annapolis,Maryland,38.9786,-76.4928,368.35931104266734,0
970,Annapolis,Maryland,38.9786,-76.4928,Boston,Massachusetts,42.3603,-71.0583,368.35931104266734,1
2493,Cheyenne,Wyoming,41.14,-104.82,Salt Lake City,Utah,40.766999999999996,-111.8904,369.86122116397263,0
2199,Salt Lake City,Utah,40.766999999999996,-111.8904,Cheyenne,Wyoming,41.14,-104.82,369.86122116397263,1
2155,Salt Lake City,Utah,40.766999999999996,-111.8904,Denver,Colorado,39.7392,-104.9849,371.01056557719426,0
293,Denver,Colorado,39.7392,-104.9849,Salt Lake City,Utah,40.766999999999996,-111.8904,371.01056557719426,1
1335,Lincoln,Nebraska,40.8,-96.6678,Oklahoma City,Oklahoma,35.473,-97.5171,371.0532012654496,0
1776,Oklahoma City,Oklahoma,35.473,-97.5171,Lincoln,Nebraska,40.8,-96.6678,371.0532012654496,1
1158,Jackson,Mississippi,32.299,-90.1848,Tallahassee,Florida,30.4381,-84.2809,371.318438649009,0
423,Tallahassee,Florida,30.4381,-84.2809,Jackson,Mississippi,32.299,-90.1848,371.318438649009,1
1482,Trenton,New Jersey,40.2171,-74.7429,Raleigh,North Carolina,35.7804,-78.6391,372.8132816786195,0
1629,Raleigh,North Carolina,35.7804,-78.6391,Trenton,New Jersey,40.2171,-74.7429,372.8132816786195,1
1732,Columbus,Ohio,39.9623,-83.0007,Raleigh,North Carolina,35.7804,-78.6391,374.27935720207194,0
1634,Raleigh,North Carolina,35.7804,-78.6391,Columbus,Ohio,39.9623,-83.0007,374.27935720207194,1
1312,Lincoln,Nebraska,40.8,-96.6678,Springfield,Illinios,39.7997,-89.6475,376.34651927454,0
626,Springfield,Illinios,39.7997,-89.6475,Lincoln,Nebraska,40.8,-96.6678,376.34651927454,1
162,Little Rock,Arkansas,34.7465,-92.2896,Springfield,Illinios,39.7997,-89.6475,378.22439177296127,0
603,Springfield,Illinios,39.7997,-89.6475,Little Rock,Arkansas,34.7465,-92.2896,378.22439177296127,1
1468,Trenton,New Jersey,40.2171,-74.7429,Augusta,Maine,44.3106,-69.7797,379.9704006856396,0
929,Augusta,Maine,44.3106,-69.7797,Trenton,New Jersey,40.2171,-74.7429,379.9704006856396,1
1549,Santa Fe,New Mexico,35.687,-105.9378,Cheyenne,Wyoming,41.14,-104.82,381.7040196338803,0
2480,Cheyenne,Wyoming,41.14,-104.82,Santa Fe,New Mexico,35.687,-105.9378,381.7040196338803,1
130,Phoenix,Arizona,33.4486,-112.0773,Santa Fe,New Mexico,35.687,-105.9378,382.0365707848221,0
1502,Santa Fe,New Mexico,35.687,-105.9378,Phoenix,Arizona,33.4486,-112.0773,382.0365707848221,1
3,Montgomery,Alabama,32.367,-86.3006,Little Rock,Arkansas,34.7465,-92.2896,382.04726679905446,0
150,Little Rock,Arkansas,34.7465,-92.2896,Montgomery,Alabama,32.367,-86.3006,382.04726679905446,1
832,Frankfort,Kentucky,38.2009,-84.8733,Raleigh,North Carolina,35.7804,-78.6391,382.54427355591685,0
1616,Raleigh,North Carolina,35.7804,-78.6391,Frankfort,Kentucky,38.2009,-84.8733,382.54427355591685,1
394,Dover,Delaware,39.1582,-75.5244,Montpelier,Vermont,44.2604,-72.5757,383.98853332524567,0
2207,Montpelier,Vermont,44.2604,-72.5757,Dover,Delaware,39.1582,-75.5244,383.98853332524567,1
2256,Richmond,Virginia,37.5385,-77.4343,Hartford,Connecticut,41.7646,-72.6909,385.90906948833384,0
345,Hartford,Connecticut,41.7646,-72.6909,Richmond,Virginia,37.5385,-77.4343,385.90906948833384,1
978,Annapolis,Maryland,38.9786,-76.4928,Concord,New Hampshire,43.2072,-71.5375,389.7698296536288,0
1419,Concord,New Hampshire,43.2072,-71.5375,Annapolis,Maryland,38.9786,-76.4928,389.7698296536288,1
1497,Trenton,New Jersey,40.2171,-74.7429,Charleston,West Virginia,38.3506,-81.6333,390.402305314012,0
2379,Charleston,West Virginia,38.3506,-81.6333,Trenton,New Jersey,40.2171,-74.7429,390.402305314012,1
740,Des Monies,Iowa,41.5872,-93.6219,Pierre,South Dakoda,44.3684,-100.354,390.75192242871697,0
2014,Pierre,South Dakoda,44.3684,-100.354,Des Monies,Iowa,41.5872,-93.6219,390.75192242871697,1
1672,Bismarck,North Dakota,46.8083,-100.7837,St. Paul,Minnesota,44.9504,-93.1015,391.10588544760634,0
1133,St. Paul,Minnesota,44.9504,-93.1015,Bismarck,North Dakota,46.8083,-100.7837,391.10588544760634,1
892,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Austin,Texas,30.2711,-97.7437,391.1360337513928,0
2117,Austin,Texas,30.2711,-97.7437,Baton Rouge,Louisiana,30.445999999999998,-91.1874,391.1360337513928,1
2434,Madison,Wisconsin,43.0748,-89.3838,Columbus,Ohio,39.9623,-83.0007,394.01639690074967,0
1748,Columbus,Ohio,39.9623,-83.0007,Madison,Wisconsin,43.0748,-89.3838,394.01639690074967,1
824,Frankfort,Kentucky,38.2009,-84.8733,Jefferson City,Missouri,38.5774,-92.1724,396.16512105271346,0
1216,Jefferson City,Missouri,38.5774,-92.1724,Frankfort,Kentucky,38.2009,-84.8733,396.16512105271346,1
1112,St. Paul,Minnesota,44.9504,-93.1015,Springfield,Illinios,39.7997,-89.6475,397.18176064715476,0
622,Springfield,Illinios,39.7997,-89.6475,St. Paul,Minnesota,44.9504,-93.1015,397.18176064715476,1
2005,Pierre,South Dakoda,44.3684,-100.354,Denver,Colorado,39.7392,-104.9849,398.4038342483691,0
290,Denver,Colorado,39.7392,-104.9849,Pierre,South Dakoda,44.3684,-100.354,398.4038342483691,1
384,Dover,Delaware,39.1582,-75.5244,Columbus,Ohio,39.9623,-83.0007,402.10578553001153,0
1707,Columbus,Ohio,39.9623,-83.0007,Dover,Delaware,39.1582,-75.5244,402.10578553001153,1
2311,Olympia,Washington,47.0451,-122.895,Boise,Idaho,43.6166,-116.2008,402.18964512733686,0
596,Boise,Idaho,43.6166,-116.2008,Olympia,Washington,47.0451,-122.895,402.18964512733686,1
2175,Salt Lake City,Utah,40.766999999999996,-111.8904,Helena,Montana,46.5927,-112.0361,402.7088586065783,0
1293,Helena,Montana,46.5927,-112.0361,Salt Lake City,Utah,40.766999999999996,-111.8904,402.7088586065783,1
2281,Richmond,Virginia,37.5385,-77.4343,Albany,New York,42.6512,-73.755,403.2670967740305,0
1595,Albany,New York,42.6512,-73.755,Richmond,Virginia,37.5385,-77.4343,403.2670967740305,1
2426,Madison,Wisconsin,43.0748,-89.3838,Lincoln,Nebraska,40.8,-96.6678,405.975040670143,0
1348,Lincoln,Nebraska,40.8,-96.6678,Madison,Wisconsin,43.0748,-89.3838,405.975040670143,1
2266,Richmond,Virginia,37.5385,-77.4343,Frankfort,Kentucky,38.2009,-84.8733,408.3324549880418,0
845,Frankfort,Kentucky,38.2009,-84.8733,Richmond,Virginia,37.5385,-77.4343,408.3324549880418,1
664,Indianapolis,Indiana,39.7683,-86.1584,Des Monies,Iowa,41.5872,-93.6219,410.74681175925167,0
713,Des Monies,Iowa,41.5872,-93.6219,Indianapolis,Indiana,39.7683,-86.1584,410.74681175925167,1
800,Frankfort,Kentucky,38.2009,-84.8733,Montgomery,Alabama,32.367,-86.3006,411.1551945023696,0
16,Montgomery,Alabama,32.367,-86.3006,Frankfort,Kentucky,38.2009,-84.8733,411.1551945023696,1
417,Tallahassee,Florida,30.4381,-84.2809,Baton Rouge,Louisiana,30.445999999999998,-91.1874,411.4735477213221,0
858,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Tallahassee,Florida,30.4381,-84.2809,411.4735477213221,1
2416,Madison,Wisconsin,43.0748,-89.3838,Frankfort,Kentucky,38.2009,-84.8733,411.4803296076737,0
848,Frankfort,Kentucky,38.2009,-84.8733,Madison,Wisconsin,43.0748,-89.3838,411.4803296076737,1
2219,Montpelier,Vermont,44.2604,-72.5757,Annapolis,Maryland,38.9786,-76.4928,417.27658444855905,0
994,Annapolis,Maryland,38.9786,-76.4928,Montpelier,Vermont,44.2604,-72.5757,417.27658444855905,1
2058,Nashville,Tennessee,36.1622,-86.7744,Tallahassee,Florida,30.4381,-84.2809,420.97906624885184,0
441,Tallahassee,Florida,30.4381,-84.2809,Nashville,Tennessee,36.1622,-86.7744,420.97906624885184,1
1349,Lincoln,Nebraska,40.8,-96.6678,Cheyenne,Wyoming,41.14,-104.82,425.91876541525875,0
2476,Cheyenne,Wyoming,41.14,-104.82,Lincoln,Nebraska,40.8,-96.6678,425.91876541525875,1
1984,Columbia,South Carolina,34.0007,-81.0343,Columbus,Ohio,39.9623,-83.0007,426.06487435529675,0
1739,Columbus,Ohio,39.9623,-83.0007,Columbia,South Carolina,34.0007,-81.0343,426.06487435529675,1
1969,Columbia,South Carolina,34.0007,-81.0343,Annapolis,Maryland,38.9786,-76.4928,426.5360992693981,0
989,Annapolis,Maryland,38.9786,-76.4928,Columbia,South Carolina,34.0007,-81.0343,426.5360992693981,1
463,Atlanta,Georgia,33.7491,-84.3902,Indianapolis,Indiana,39.7683,-86.1584,427.3552478225946,0
659,Indianapolis,Indiana,39.7683,-86.1584,Atlanta,Georgia,33.7491,-84.3902,427.3552478225946,1
772,Topeka,Kansas,39.049,-95.6776,St. Paul,Minnesota,44.9504,-93.1015,428.73661904016404,0
1115,St. Paul,Minnesota,44.9504,-93.1015,Topeka,Kansas,39.049,-95.6776,428.73661904016404,1
798,Topeka,Kansas,39.049,-95.6776,Madison,Wisconsin,43.0748,-89.3838,429.8872034501057,0
2415,Madison,Wisconsin,43.0748,-89.3838,Topeka,Kansas,39.049,-95.6776,429.8872034501057,1
2177,Salt Lake City,Utah,40.766999999999996,-111.8904,Carson City,Neveda,39.1695,-119.766,431.3608161840328,0
1393,Carson City,Neveda,39.1695,-119.766,Salt Lake City,Utah,40.766999999999996,-111.8904,431.3608161840328,1
1871,Harrisburg,Pennsylvania,40.2663,-76.8861,Lansing,Michigan,42.7338,-84.5554,431.86049284413514,0
1087,Lansing,Michigan,42.7338,-84.5554,Harrisburg,Pennsylvania,40.2663,-76.8861,431.86049284413514,1
1827,Salem,Oregon,44.9392,-123.0331,Carson City,Neveda,39.1695,-119.766,432.48738242614206,0
1386,Carson City,Neveda,39.1695,-119.766,Salem,Oregon,44.9392,-123.0331,432.48738242614206,1
1945,Providence,Rhoda Island,41.8249,-71.4136,Richmond,Virginia,37.5385,-77.4343,436.0507923497699,0
2288,Richmond,Virginia,37.5385,-77.4343,Providence,Rhoda Island,41.8249,-71.4136,436.0507923497699,1
1709,Columbus,Ohio,39.9623,-83.0007,Atlanta,Georgia,33.7491,-84.3902,436.22835668162287,0
484,Atlanta,Georgia,33.7491,-84.3902,Columbus,Ohio,39.9623,-83.0007,436.22835668162287,1
1729,Columbus,Ohio,39.9623,-83.0007,Trenton,New Jersey,40.2171,-74.7429,436.83272164660144,0
1484,Trenton,New Jersey,40.2171,-74.7429,Columbus,Ohio,39.9623,-83.0007,436.83272164660144,1
2015,Pierre,South Dakoda,44.3684,-100.354,Topeka,Kansas,39.049,-95.6776,439.5801172046437,0
790,Topeka,Kansas,39.049,-95.6776,Pierre,South Dakoda,44.3684,-100.354,439.5801172046437,1
2483,Cheyenne,Wyoming,41.14,-104.82,Bismarck,North Dakota,46.8083,-100.7837,440.0585714045308,0
1699,Bismarck,North Dakota,46.8083,-100.7837,Cheyenne,Wyoming,41.14,-104.82,440.0585714045308,1
2362,Charleston,West Virginia,38.3506,-81.6333,Springfield,Illinios,39.7997,-89.6475,441.3453042515479,0
647,Springfield,Illinios,39.7997,-89.6475,Charleston,West Virginia,38.3506,-81.6333,441.3453042515479,1
1222,Jefferson City,Missouri,38.5774,-92.1724,St. Paul,Minnesota,44.9504,-93.1015,443.0573397051911,0
1124,St. Paul,Minnesota,44.9504,-93.1015,Jefferson City,Missouri,38.5774,-92.1724,443.0573397051911,1
192,Little Rock,Arkansas,34.7465,-92.2896,Austin,Texas,30.2711,-97.7437,443.39320264542044,0
2103,Austin,Texas,30.2711,-97.7437,Little Rock,Arkansas,34.7465,-92.2896,443.39320264542044,1
211,Sacramento,California,38.5816,-121.4944,Boise,Idaho,43.6166,-116.2008,443.768622204318,0
554,Boise,Idaho,43.6166,-116.2008,Sacramento,California,38.5816,-121.4944,443.768622204318,1
1305,Lincoln,Nebraska,40.8,-96.6678,Denver,Colorado,39.7392,-104.9849,444.5138980651509,0
276,Denver,Colorado,39.7392,-104.9849,Lincoln,Nebraska,40.8,-96.6678,444.5138980651509,1
236,Sacramento,California,38.5816,-121.4944,Salem,Oregon,44.9392,-123.0331,446.4841174450449,0
1804,Salem,Oregon,44.9392,-123.0331,Sacramento,California,38.5816,-121.4944,446.4841174450449,1
1174,Jackson,Mississippi,32.299,-90.1848,Jefferson City,Missouri,38.5774,-92.1724,448.09757760372867,0
1223,Jefferson City,Missouri,38.5774,-92.1724,Jackson,Mississippi,32.299,-90.1848,448.09757760372867,1
1866,Harrisburg,Pennsylvania,40.2663,-76.8861,Frankfort,Kentucky,38.2009,-84.8733,450.5935580535654,0
837,Frankfort,Kentucky,38.2009,-84.8733,Harrisburg,Pennsylvania,40.2663,-76.8861,450.5935580535654,1
1072,Lansing,Michigan,42.7338,-84.5554,St. Paul,Minnesota,44.9504,-93.1015,452.45329441652433,0
1121,St. Paul,Minnesota,44.9504,-93.1015,Lansing,Michigan,42.7338,-84.5554,452.45329441652433,1
1641,Raleigh,North Carolina,35.7804,-78.6391,Nashville,Tennessee,36.1622,-86.7744,455.68292239793396,0
2082,Nashville,Tennessee,36.1622,-86.7744,Raleigh,North Carolina,35.7804,-78.6391,455.68292239793396,1
819,Frankfort,Kentucky,38.2009,-84.8733,Annapolis,Maryland,38.9786,-76.4928,455.74895845279264,0
966,Annapolis,Maryland,38.9786,-76.4928,Frankfort,Kentucky,38.2009,-84.8733,455.74895845279264,1
453,Atlanta,Georgia,33.7491,-84.3902,Little Rock,Arkansas,34.7465,-92.2896,456.4114728151131,0
159,Little Rock,Arkansas,34.7465,-92.2896,Atlanta,Georgia,33.7491,-84.3902,456.4114728151131,1
1868,Harrisburg,Pennsylvania,40.2663,-76.8861,Augusta,Maine,44.3106,-69.7797,458.12981334772303,0
937,Augusta,Maine,44.3106,-69.7797,Harrisburg,Pennsylvania,40.2663,-76.8861,458.12981334772303,1
859,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Atlanta,Georgia,33.7491,-84.3902,458.6468587737959,0
467,Atlanta,Georgia,33.7491,-84.3902,Baton Rouge,Louisiana,30.445999999999998,-91.1874,458.6468587737959,1
907,Augusta,Maine,44.3106,-69.7797,Dover,Delaware,39.1582,-75.5244,462.99869433975545,0
368,Dover,Delaware,39.1582,-75.5244,Augusta,Maine,44.3106,-69.7797,462.99869433975545,1
1676,Bismarck,North Dakota,46.8083,-100.7837,Lincoln,Nebraska,40.8,-96.6678,463.07674132184536,0
1333,Lincoln,Nebraska,40.8,-96.6678,Bismarck,North Dakota,46.8083,-100.7837,463.07674132184536,1
1192,Jackson,Mississippi,32.299,-90.1848,Austin,Texas,30.2711,-97.7437,467.8211211360226,0
2123,Austin,Texas,30.2711,-97.7437,Jackson,Mississippi,32.299,-90.1848,467.8211211360226,1
2071,Nashville,Tennessee,36.1622,-86.7744,Lansing,Michigan,42.7338,-84.5554,469.3317618587593,0
1091,Lansing,Michigan,42.7338,-84.5554,Nashville,Tennessee,36.1622,-86.7744,469.3317618587593,1
1957,Columbia,South Carolina,34.0007,-81.0343,Dover,Delaware,39.1582,-75.5244,469.4564157887225,0
389,Dover,Delaware,39.1582,-75.5244,Columbia,South Carolina,34.0007,-81.0343,469.4564157887225,1
2067,Nashville,Tennessee,36.1622,-86.7744,Baton Rouge,Louisiana,30.445999999999998,-91.1874,470.03354299081167,0
891,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Nashville,Tennessee,36.1622,-86.7744,470.03354299081167,1
2259,Richmond,Virginia,37.5385,-77.4343,Atlanta,Georgia,33.7491,-84.3902,470.1352755384111,0
495,Atlanta,Georgia,33.7491,-84.3902,Richmond,Virginia,37.5385,-77.4343,470.1352755384111,1
1064,Lansing,Michigan,42.7338,-84.5554,Des Monies,Iowa,41.5872,-93.6219,470.97090977643313,0
721,Des Monies,Iowa,41.5872,-93.6219,Lansing,Michigan,42.7338,-84.5554,470.97090977643313,1
1764,Oklahoma City,Oklahoma,35.473,-97.5171,Des Monies,Iowa,41.5872,-93.6219,472.0181157680457,0
735,Des Monies,Iowa,41.5872,-93.6219,Oklahoma City,Oklahoma,35.473,-97.5171,472.0181157680457,1
1535,Santa Fe,New Mexico,35.687,-105.9378,Oklahoma City,Oklahoma,35.473,-97.5171,473.4261153131342,0
1780,Oklahoma City,Oklahoma,35.473,-97.5171,Santa Fe,New Mexico,35.687,-105.9378,473.4261153131342,1
1773,Oklahoma City,Oklahoma,35.473,-97.5171,Jackson,Mississippi,32.299,-90.1848,474.26467870058406,0
1185,Jackson,Mississippi,32.299,-90.1848,Oklahoma City,Oklahoma,35.473,-97.5171,474.26467870058406,1
1045,Boston,Massachusetts,42.3603,-71.0583,Richmond,Virginia,37.5385,-77.4343,474.26946271749597,0
2270,Richmond,Virginia,37.5385,-77.4343,Boston,Massachusetts,42.3603,-71.0583,474.26946271749597,1
803,Frankfort,Kentucky,38.2009,-84.8733,Little Rock,Arkansas,34.7465,-92.2896,476.10250947716656,0
166,Little Rock,Arkansas,34.7465,-92.2896,Frankfort,Kentucky,38.2009,-84.8733,476.10250947716656,1
2180,Salt Lake City,Utah,40.766999999999996,-111.8904,Santa Fe,New Mexico,35.687,-105.9378,476.96504476254677,0
1543,Santa Fe,New Mexico,35.687,-105.9378,Salt Lake City,Utah,40.766999999999996,-111.8904,476.96504476254677,1
703,Des Monies,Iowa,41.5872,-93.6219,Little Rock,Arkansas,34.7465,-92.2896,478.2869186529337,0
164,Little Rock,Arkansas,34.7465,-92.2896,Des Monies,Iowa,41.5872,-93.6219,478.2869186529337,1
176,Little Rock,Arkansas,34.7465,-92.2896,Lincoln,Nebraska,40.8,-96.6678,481.76644824650646,0
1303,Lincoln,Nebraska,40.8,-96.6678,Little Rock,Arkansas,34.7465,-92.2896,481.76644824650646,1
163,Little Rock,Arkansas,34.7465,-92.2896,Indianapolis,Indiana,39.7683,-86.1584,483.71856588806196,0
653,Indianapolis,Indiana,39.7683,-86.1584,Little Rock,Arkansas,34.7465,-92.2896,483.71856588806196,1
1963,Columbia,South Carolina,34.0007,-81.0343,Indianapolis,Indiana,39.7683,-86.1584,488.8178358212404,0
689,Indianapolis,Indiana,39.7683,-86.1584,Columbia,South Carolina,34.0007,-81.0343,488.8178358212404,1
1889,Harrisburg,Pennsylvania,40.2663,-76.8861,Columbia,South Carolina,34.0007,-81.0343,489.51311342566026,0
1987,Columbia,South Carolina,34.0007,-81.0343,Harrisburg,Pennsylvania,40.2663,-76.8861,489.51311342566026,1
47,Montgomery,Alabama,32.367,-86.3006,Charleston,West Virginia,38.3506,-81.6333,489.9677879959599,0
2350,Charleston,West Virginia,38.3506,-81.6333,Montgomery,Alabama,32.367,-86.3006,489.9677879959599,1
1221,Jefferson City,Missouri,38.5774,-92.1724,Lansing,Michigan,42.7338,-84.5554,491.6375735103374,0
1074,Lansing,Michigan,42.7338,-84.5554,Jefferson City,Missouri,38.5774,-92.1724,491.6375735103374,1
